,Driver,Driver Points,Driver Standings,Driver Wins,Round,Season
24259,alonso,1.0,18,0,9,2015
24260,merhi,0.0,19,0,9,2015
24261,stevens,0.0,20,0,9,2015
24262,kevin_magnussen,0.0,21,0,9,2015
24263,hamilton,202.0,1,5,10,2015
24264,rosberg,181.0,2,3,10,2015
24265,vettel,160.0,3,2,10,2015
24266,bottas,77.0,4,0,10,2015
24267,raikkonen,76.0,5,0,10,2015
24268,massa,74.0,6,0,10,2015
24269,ricciardo,51.0,7,0,10,2015
24270,kvyat,45.0,8,0,10,2015
24271,hulkenberg,24.0,9,0,10,2015
24272,grosjean,23.0,10,0,10,2015
24273,max_verstappen,22.0,11,0,10,2015
24274,nasr,16.0,12,0,10,2015
24275,perez,15.0,13,0,10,2015
24276,maldonado,12.0,14,0,10,2015
24277,alonso,11.0,15,0,10,2015
24278,sainz,9.0,16,0,10,2015
24279,button,6.0,17,0,10,2015
24280,ericsson,6.0,18,0,10,2015
24281,merhi,0.0,19,0,10,2015
24282,stevens,0.0,20,0,10,2015
24283,kevin_magnussen,0.0,21,0,10,2015
24284,hamilton,227.0,1,6,11,2015
24285,rosberg,199.0,2,3,11,2015
24286,vettel,160.0,3,2,11,2015
24287,raikkonen,82.0,4,0,11,2015
24288,massa,82.0,5,0,11,2015
24289,bottas,79.0,6,0,11,2015
24290,kvyat,57.0,7,0,11,2015
24291,ricciardo,51.0,8,0,11,2015
24292,grosjean,38.0,9,0,11,2015
24293,max_verstappen,26.0,10,0,11,2015
24294,perez,25.0,11,0,11,2015
24295,hulkenberg,24.0,12,0,11,2015
24296,nasr,16.0,13,0,11,2015
24297,maldonado,12.0,14,0,11,2015
24298,alonso,11.0,15,0,11,2015
24299,sainz,9.0,16,0,11,2015
24300,ericsson,7.0,17,0,11,2015
24301,button,6.0,18,0,11,2015
24302,merhi,0.0,19,0,11,2015
24303,stevens,0.0,20,0,11,2015
24304,kevin_magnussen,0.0,21,0,11,2015
24305,hamilton,252.0,1,7,12,2015
24306,rosberg,199.0,2,3,12,2015
24307,vettel,178.0,3,2,12,2015
24308,massa,97.0,4,0,12,2015
24309,raikkonen,92.0,5,0,12,2015
24310,bottas,91.0,6,0,12,2015
24311,kvyat,58.0,7,0,12,2015
24312,ricciardo,55.0,8,0,12,2015
24313,grosjean,38.0,9,0,12,2015
24314,perez,33.0,10,0,12,2015
24315,hulkenberg,30.0,11,0,12,2015
24316,max_verstappen,26.0,12,0,12,2015
24317,nasr,16.0,13,0,12,2015
24318,maldonado,12.0,14,0,12,2015
24319,alonso,11.0,15,0,12,2015
24320,sainz,9.0,16,0,12,2015
24321,ericsson,9.0,17,0,12,2015
24322,button,6.0,18,0,12,2015
24323,merhi,0.0,19,0,12,2015
24324,stevens,0.0,20,0,12,2015
24325,kevin_magnussen,0.0,21,0,12,2015
24326,hamilton,252.0,1,7,13,2015
24327,rosberg,211.0,2,3,13,2015
24328,vettel,203.0,3,3,13,2015
24329,raikkonen,107.0,4,0,13,2015
24330,bottas,101.0,5,0,13,2015
24331,massa,97.0,6,0,13,2015
24332,ricciardo,73.0,7,0,13,2015
24333,kvyat,66.0,8,0,13,2015
24334,perez,39.0,9,0,13,2015
24335,grosjean,38.0,10,0,13,2015
24336,max_verstappen,30.0,11,0,13,2015
24337,hulkenberg,30.0,12,0,13,2015
24338,nasr,17.0,13,0,13,2015
24339,maldonado,12.0,14,0,13,2015
24340,alonso,11.0,15,0,13,2015
24341,sainz,11.0,16,0,13,2015
24342,ericsson,9.0,17,0,13,2015
24343,button,6.0,18,0,13,2015
24344,merhi,0.0,19,0,13,2015
24345,stevens,0.0,20,0,13,2015
24346,rossi,0.0,21,0,13,2015
24347,kevin_magnussen,0.0,22,0,13,2015
24348,hamilton,277.0,1,8,14,2015
24349,rosberg,229.0,2,3,14,2015
24350,vettel,218.0,3,3,14,2015
24351,raikkonen,119.0,4,0,14,2015
24352,bottas,111.0,5,0,14,2015
24353,massa,97.0,6,0,14,2015
24354,ricciardo,73.0,7,0,14,2015
24355,kvyat,66.0,8,0,14,2015
24356,grosjean,44.0,9,0,14,2015
24357,perez,39.0,10,0,14,2015
24358,hulkenberg,38.0,11,0,14,2015
24359,max_verstappen,32.0,12,0,14,2015
24360,nasr,17.0,13,0,14,2015
24361,maldonado,16.0,14,0,14,2015
24362,sainz,12.0,15,0,14,2015
24363,alonso,11.0,16,0,14,2015
24364,ericsson,9.0,17,0,14,2015
24365,button,6.0,18,0,14,2015
24366,merhi,0.0,19,0,14,2015
24367,stevens,0.0,20,0,14,2015
24368,rossi,0.0,21,0,14,2015
24369,kevin_magnussen,0.0,22,0,14,2015
24370,hamilton,302.0,1,9,15,2015
24371,vettel,236.0,2,3,15,2015
24372,rosberg,229.0,3,3,15,2015
24373,raikkonen,123.0,4,0,15,2015
24374,bottas,111.0,5,0,15,2015
24375,massa,109.0,6,0,15,2015
24376,kvyat,76.0,7,0,15,2015
24377,ricciardo,73.0,8,0,15,2015
24378,perez,54.0,9,0,15,2015
24379,grosjean,44.0,10,0,15,2015
24380,hulkenberg,38.0,11,0,15,2015
24381,max_verstappen,33.0,12,0,15,2015
24382,nasr,25.0,13,0,15,2015
24383,maldonado,22.0,14,0,15,2015
24384,sainz,12.0,15,0,15,2015
24385,alonso,11.0,16,0,15,2015
24386,ericsson,9.0,17,0,15,2015
24387,button,8.0,18,0,15,2015
24388,merhi,0.0,19,0,15,2015
24389,stevens,0.0,20,0,15,2015
24390,rossi,0.0,21,0,15,2015
24391,kevin_magnussen,0.0,22,0,15,2015
24392,hamilton,327.0,1,10,16,2015
24393,vettel,251.0,2,3,16,2015
24394,rosberg,247.0,3,3,16,2015
24395,raikkonen,123.0,4,0,16,2015
24396,bottas,111.0,5,0,16,2015
24397,massa,109.0,6,0,16,2015
24398,kvyat,76.0,7,0,16,2015
24399,ricciardo,74.0,8,0,16,2015
24400,perez,64.0,9,0,16,2015
24401,max_verstappen,45.0,10,0,16,2015
24402,grosjean,44.0,11,0,16,2015
24403,hulkenberg,38.0,12,0,16,2015
24404,nasr,27.0,13,0,16,2015
24405,maldonado,26.0,14,0,16,2015
24406,sainz,18.0,15,0,16,2015
24407,button,16.0,16,0,16,2015
24408,alonso,11.0,17,0,16,2015
24409,ericsson,9.0,18,0,16,2015
24410,merhi,0.0,19,0,16,2015
24411,rossi,0.0,20,0,16,2015
24412,stevens,0.0,21,0,16,2015
24413,kevin_magnussen,0.0,22,0,16,2015
24414,hamilton,345.0,1,10,17,2015
24415,rosberg,272.0,2,4,17,2015
24416,vettel,251.0,3,3,17,2015
24417,bottas,126.0,4,0,17,2015
24418,raikkonen,123.0,5,0,17,2015
24419,massa,117.0,6,0,17,2015
24420,kvyat,88.0,7,0,17,2015
24421,ricciardo,84.0,8,0,17,2015
24422,perez,68.0,9,0,17,2015
24423,max_verstappen,47.0,10,0,17,2015
24424,grosjean,45.0,11,0,17,2015
24425,hulkenberg,44.0,12,0,17,2015
24426,nasr,27.0,13,0,17,2015
24427,maldonado,26.0,14,0,17,2015
24428,sainz,18.0,15,0,17,2015
24429,button,16.0,16,0,17,2015
24430,alonso,11.0,17,0,17,2015
24431,ericsson,9.0,18,0,17,2015
24432,merhi,0.0,19,0,17,2015
24433,rossi,0.0,20,0,17,2015
24434,stevens,0.0,21,0,17,2015
24435,kevin_magnussen,0.0,22,0,17,2015
24436,hamilton,363.0,1,10,18,2015
24437,rosberg,297.0,2,5,18,2015
24438,vettel,266.0,3,3,18,2015
24439,bottas,136.0,4,0,18,2015
24440,raikkonen,135.0,5,0,18,2015
24441,massa,117.0,6,0,18,2015
24442,kvyat,94.0,7,0,18,2015
24443,ricciardo,84.0,8,0,18,2015
24444,perez,68.0,9,0,18,2015
24445,hulkenberg,52.0,10,0,18,2015
24446,grosjean,49.0,11,0,18,2015
24447,max_verstappen,49.0,12,0,18,2015
24448,nasr,27.0,13,0,18,2015
24449,maldonado,27.0,14,0,18,2015
24450,sainz,18.0,15,0,18,2015
24451,button,16.0,16,0,18,2015
24452,alonso,11.0,17,0,18,2015
24453,ericsson,9.0,18,0,18,2015
24454,merhi,0.0,19,0,18,2015
24455,rossi,0.0,20,0,18,2015
24456,stevens,0.0,21,0,18,2015
24457,kevin_magnussen,0.0,22,0,18,2015
24458,hamilton,381.0,1,10,19,2015
24459,rosberg,322.0,2,6,19,2015
24460,vettel,278.0,3,3,19,2015
24461,raikkonen,150.0,4,0,19,2015
24462,bottas,136.0,5,0,19,2015
24463,massa,121.0,6,0,19,2015
24464,kvyat,95.0,7,0,19,2015
24465,ricciardo,92.0,8,0,19,2015
24466,perez,78.0,9,0,19,2015
24467,hulkenberg,58.0,10,0,19,2015
24468,grosjean,51.0,11,0,19,2015
24469,max_verstappen,49.0,12,0,19,2015
24470,nasr,27.0,13,0,19,2015
24471,maldonado,27.0,14,0,19,2015
24472,sainz,18.0,15,0,19,2015
24473,button,16.0,16,0,19,2015
24474,alonso,11.0,17,0,19,2015
24475,ericsson,9.0,18,0,19,2015
24476,merhi,0.0,19,0,19,2015
24477,rossi,0.0,20,0,19,2015
24478,stevens,0.0,21,0,19,2015
24479,kevin_magnussen,0.0,22,0,19,2015
24480,rosberg,25.0,1,1,1,2016
24481,hamilton,18.0,2,0,1,2016
24482,vettel,15.0,3,0,1,2016
24483,ricciardo,12.0,4,0,1,2016
24484,massa,10.0,5,0,1,2016
24485,grosjean,8.0,6,0,1,2016
24486,hulkenberg,6.0,7,0,1,2016
24487,bottas,4.0,8,0,1,2016
24488,sainz,2.0,9,0,1,2016
24489,max_verstappen,1.0,10,0,1,2016
24490,jolyon_palmer,0.0,11,0,1,2016
24491,kevin_magnussen,0.0,12,0,1,2016
24492,perez,0.0,13,0,1,2016
24493,button,0.0,14,0,1,2016
24494,nasr,0.0,15,0,1,2016
24495,wehrlein,0.0,16,0,1,2016
24496,ericsson,0.0,17,0,1,2016
24497,raikkonen,0.0,18,0,1,2016
24498,haryanto,0.0,19,0,1,2016
24499,gutierrez,0.0,20,0,1,2016
24500,alonso,0.0,21,0,1,2016
24501,kvyat,0.0,22,0,1,2016
24502,rosberg,50.0,1,2,2,2016
24503,hamilton,33.0,2,0,2,2016
24504,ricciardo,24.0,3,0,2,2016
24505,raikkonen,18.0,4,0,2,2016
24506,grosjean,18.0,5,0,2,2016
24507,vettel,15.0,6,0,2,2016
24508,massa,14.0,7,0,2,2016
24509,max_verstappen,9.0,8,0,2,2016
24510,hulkenberg,6.0,9,0,2,2016
24511,kvyat,6.0,10,0,2,2016
24512,bottas,6.0,11,0,2,2016
24513,sainz,2.0,12,0,2,2016
24514,vandoorne,1.0,13,0,2,2016
24515,kevin_magnussen,0.0,14,0,2,2016
24516,jolyon_palmer,0.0,15,0,2,2016
24517,ericsson,0.0,16,0,2,2016
24518,perez,0.0,17,0,2,2016
24519,wehrlein,0.0,18,0,2,2016
24520,nasr,0.0,19,0,2,2016
24521,button,0.0,20,0,2,2016
24522,haryanto,0.0,21,0,2,2016
24523,gutierrez,0.0,22,0,2,2016
24524,alonso,0.0,23,0,2,2016
24525,rosberg,75.0,1,3,3,2016
24526,hamilton,39.0,2,0,3,2016
24527,ricciardo,36.0,3,0,3,2016
24528,vettel,33.0,4,0,3,2016
24529,raikkonen,28.0,5,0,3,2016
24530,massa,22.0,6,0,3,2016
24531,kvyat,21.0,7,0,3,2016
24532,grosjean,18.0,8,0,3,2016
24533,max_verstappen,13.0,9,0,3,2016
24534,bottas,7.0,10,0,3,2016
24535,hulkenberg,6.0,11,0,3,2016
24536,sainz,4.0,12,0,3,2016
24537,vandoorne,1.0,13,0,3,2016
24538,kevin_magnussen,0.0,14,0,3,2016
24539,perez,0.0,15,0,3,2016
24540,jolyon_palmer,0.0,16,0,3,2016
24541,ericsson,0.0,17,0,3,2016
24542,alonso,0.0,18,0,3,2016
24543,button,0.0,19,0,3,2016
24544,wehrlein,0.0,20,0,3,2016
24545,nasr,0.0,21,0,3,2016
24546,gutierrez,0.0,22,0,3,2016
24547,haryanto,0.0,23,0,3,2016
24548,rosberg,100.0,1,4,4,2016
24549,hamilton,57.0,2,0,4,2016
24550,raikkonen,43.0,3,0,4,2016
24551,ricciardo,36.0,4,0,4,2016
24552,vettel,33.0,5,0,4,2016
24553,massa,32.0,6,0,4,2016
24554,grosjean,22.0,7,0,4,2016
24555,kvyat,21.0,8,0,4,2016
24556,bottas,19.0,9,0,4,2016
24557,max_verstappen,13.0,10,0,4,2016
24558,alonso,8.0,11,0,4,2016
24559,kevin_magnussen,6.0,12,0,4,2016
24560,hulkenberg,6.0,13,0,4,2016
24561,sainz,4.0,14,0,4,2016
24562,perez,2.0,15,0,4,2016
24563,button,1.0,16,0,4,2016
24564,vandoorne,1.0,17,0,4,2016
24565,jolyon_palmer,0.0,18,0,4,2016
24566,ericsson,0.0,19,0,4,2016
24567,wehrlein,0.0,20,0,4,2016
24568,nasr,0.0,21,0,4,2016
24569,gutierrez,0.0,22,0,4,2016
24570,haryanto,0.0,23,0,4,2016
24571,rosberg,100.0,1,4,5,2016
24572,raikkonen,61.0,2,0,5,2016
24573,hamilton,57.0,3,0,5,2016
24574,vettel,48.0,4,0,5,2016
24575,ricciardo,48.0,5,0,5,2016
24576,max_verstappen,38.0,6,1,5,2016
24577,massa,36.0,7,0,5,2016
24578,bottas,29.0,8,0,5,2016
24579,kvyat,22.0,9,0,5,2016
24580,grosjean,22.0,10,0,5,2016
24581,sainz,12.0,11,0,5,2016
24582,alonso,8.0,12,0,5,2016
24583,perez,8.0,13,0,5,2016
24584,kevin_magnussen,6.0,14,0,5,2016
24585,hulkenberg,6.0,15,0,5,2016
24586,button,3.0,16,0,5,2016
24587,vandoorne,1.0,17,0,5,2016
24588,jolyon_palmer,0.0,18,0,5,2016
24589,gutierrez,0.0,19,0,5,2016
24590,ericsson,0.0,20,0,5,2016
24591,wehrlein,0.0,21,0,5,2016
24592,nasr,0.0,22,0,5,2016
24593,haryanto,0.0,23,0,5,2016
24594,rosberg,106.0,1,4,6,2016
24595,hamilton,82.0,2,1,6,2016
24596,ricciardo,66.0,3,0,6,2016
24597,raikkonen,61.0,4,0,6,2016
24598,vettel,60.0,5,0,6,2016
24599,max_verstappen,38.0,6,1,6,2016
24600,massa,37.0,7,0,6,2016
24601,bottas,29.0,8,0,6,2016
24602,perez,23.0,9,0,6,2016
24603,kvyat,22.0,10,0,6,2016
24604,grosjean,22.0,11,0,6,2016
24605,alonso,18.0,12,0,6,2016
24606,sainz,16.0,13,0,6,2016
24607,hulkenberg,14.0,14,0,6,2016
24608,kevin_magnussen,6.0,15,0,6,2016
24609,button,5.0,16,0,6,2016
24610,vandoorne,1.0,17,0,6,2016
24611,gutierrez,0.0,18,0,6,2016
24612,jolyon_palmer,0.0,19,0,6,2016
24613,ericsson,0.0,20,0,6,2016
24614,wehrlein,0.0,21,0,6,2016
24615,nasr,0.0,22,0,6,2016
24616,haryanto,0.0,23,0,6,2016
24617,rosberg,116.0,1,4,7,2016
24618,hamilton,107.0,2,2,7,2016
24619,vettel,78.0,3,0,7,2016
24620,ricciardo,72.0,4,0,7,2016
24621,raikkonen,69.0,5,0,7,2016
24622,max_verstappen,50.0,6,1,7,2016
24623,bottas,44.0,7,0,7,2016
24624,massa,37.0,8,0,7,2016
24625,perez,24.0,9,0,7,2016
24626,kvyat,22.0,10,0,7,2016
24627,grosjean,22.0,11,0,7,2016
24628,alonso,18.0,12,0,7,2016
24629,hulkenberg,18.0,13,0,7,2016
24630,sainz,18.0,14,0,7,2016
24631,kevin_magnussen,6.0,15,0,7,2016
24632,button,5.0,16,0,7,2016
24633,vandoorne,1.0,17,0,7,2016
24634,gutierrez,0.0,18,0,7,2016
24635,jolyon_palmer,0.0,19,0,7,2016
24636,ericsson,0.0,20,0,7,2016
24637,wehrlein,0.0,21,0,7,2016
24638,nasr,0.0,22,0,7,2016
24639,haryanto,0.0,23,0,7,2016
24640,rosberg,141.0,1,5,8,2016
24641,hamilton,117.0,2,2,8,2016
24642,vettel,96.0,3,0,8,2016
24643,raikkonen,81.0,4,0,8,2016
24644,ricciardo,78.0,5,0,8,2016
24645,max_verstappen,54.0,6,1,8,2016
24646,bottas,52.0,7,0,8,2016
24647,perez,39.0,8,0,8,2016
24648,massa,38.0,9,0,8,2016
24649,kvyat,22.0,10,0,8,2016
24650,grosjean,22.0,11,0,8,2016
24651,hulkenberg,20.0,12,0,8,2016
24652,alonso,18.0,13,0,8,2016
24653,sainz,18.0,14,0,8,2016
24654,kevin_magnussen,6.0,15,0,8,2016
24655,button,5.0,16,0,8,2016
24656,vandoorne,1.0,17,0,8,2016
24657,gutierrez,0.0,18,0,8,2016
24658,jolyon_palmer,0.0,19,0,8,2016
24659,ericsson,0.0,20,0,8,2016
24660,nasr,0.0,21,0,8,2016
24661,wehrlein,0.0,22,0,8,2016
24662,haryanto,0.0,23,0,8,2016
24663,rosberg,153.0,1,5,9,2016
24664,hamilton,142.0,2,3,9,2016
24665,vettel,96.0,3,0,9,2016
24666,raikkonen,96.0,4,0,9,2016
24667,ricciardo,88.0,5,0,9,2016
24668,max_verstappen,72.0,6,1,9,2016
24669,bottas,54.0,7,0,9,2016
24670,perez,39.0,8,0,9,2016
24671,massa,38.0,9,0,9,2016
24672,grosjean,28.0,10,0,9,2016
24673,kvyat,22.0,11,0,9,2016
24674,sainz,22.0,12,0,9,2016
24675,hulkenberg,20.0,13,0,9,2016
24676,alonso,18.0,14,0,9,2016
24677,button,13.0,15,0,9,2016
24678,kevin_magnussen,6.0,16,0,9,2016
24679,wehrlein,1.0,17,0,9,2016
24680,vandoorne,1.0,18,0,9,2016
24681,gutierrez,0.0,19,0,9,2016
24682,jolyon_palmer,0.0,20,0,9,2016
24683,ericsson,0.0,21,0,9,2016
24684,nasr,0.0,22,0,9,2016
24685,haryanto,0.0,23,0,9,2016
24686,rosberg,168.0,1,5,10,2016
24687,hamilton,167.0,2,4,10,2016
24688,raikkonen,106.0,3,0,10,2016
24689,ricciardo,100.0,4,0,10,2016
24690,vettel,98.0,5,0,10,2016
24691,max_verstappen,90.0,6,1,10,2016
24692,bottas,54.0,7,0,10,2016
24693,perez,47.0,8,0,10,2016
24694,massa,38.0,9,0,10,2016
24695,grosjean,28.0,10,0,10,2016
24696,hulkenberg,26.0,11,0,10,2016
24697,sainz,26.0,12,0,10,2016
24698,kvyat,23.0,13,0,10,2016
24699,alonso,18.0,14,0,10,2016
24700,button,13.0,15,0,10,2016
24701,kevin_magnussen,6.0,16,0,10,2016
24702,wehrlein,1.0,17,0,10,2016
24703,vandoorne,1.0,18,0,10,2016
24704,gutierrez,0.0,19,0,10,2016
24705,jolyon_palmer,0.0,20,0,10,2016
24706,ericsson,0.0,21,0,10,2016
24707,nasr,0.0,22,0,10,2016
24708,haryanto,0.0,23,0,10,2016
24709,hamilton,192.0,1,5,11,2016
24710,rosberg,186.0,2,5,11,2016
24711,ricciardo,115.0,3,0,11,2016
24712,raikkonen,114.0,4,0,11,2016
24713,vettel,110.0,5,0,11,2016
24714,max_verstappen,100.0,6,1,11,2016
24715,bottas,56.0,7,0,11,2016
24716,perez,47.0,8,0,11,2016
24717,massa,38.0,9,0,11,2016
24718,sainz,30.0,10,0,11,2016
24719,grosjean,28.0,11,0,11,2016
24720,hulkenberg,27.0,12,0,11,2016
24721,alonso,24.0,13,0,11,2016
24722,kvyat,23.0,14,0,11,2016
24723,button,13.0,15,0,11,2016
24724,kevin_magnussen,6.0,16,0,11,2016
24725,wehrlein,1.0,17,0,11,2016
24726,vandoorne,1.0,18,0,11,2016
24727,gutierrez,0.0,19,0,11,2016
24728,jolyon_palmer,0.0,20,0,11,2016
24729,ericsson,0.0,21,0,11,2016
24730,nasr,0.0,22,0,11,2016
24731,haryanto,0.0,23,0,11,2016
24732,hamilton,217.0,1,6,12,2016
24733,rosberg,198.0,2,5,12,2016
24734,ricciardo,133.0,3,0,12,2016
24735,raikkonen,122.0,4,0,12,2016
24736,vettel,120.0,5,0,12,2016
24737,max_verstappen,115.0,6,1,12,2016
24738,bottas,58.0,7,0,12,2016
24739,perez,48.0,8,0,12,2016
24740,massa,38.0,9,0,12,2016
24741,hulkenberg,33.0,10,0,12,2016
24742,sainz,30.0,11,0,12,2016
24743,grosjean,28.0,12,0,12,2016
24744,alonso,24.0,13,0,12,2016
24745,kvyat,23.0,14,0,12,2016
24746,button,17.0,15,0,12,2016
24747,kevin_magnussen,6.0,16,0,12,2016
24748,wehrlein,1.0,17,0,12,2016
24749,vandoorne,1.0,18,0,12,2016
24750,gutierrez,0.0,19,0,12,2016
24751,jolyon_palmer,0.0,20,0,12,2016
24752,ericsson,0.0,21,0,12,2016
24753,nasr,0.0,22,0,12,2016
24754,haryanto,0.0,23,0,12,2016
24755,hamilton,232.0,1,6,13,2016
24756,rosberg,223.0,2,6,13,2016
24757,ricciardo,151.0,3,0,13,2016
24758,vettel,128.0,4,0,13,2016
24759,raikkonen,124.0,5,0,13,2016
24760,max_verstappen,115.0,6,1,13,2016
24761,bottas,62.0,7,0,13,2016
24762,perez,58.0,8,0,13,2016
24763,hulkenberg,45.0,9,0,13,2016
24764,massa,39.0,10,0,13,2016
24765,alonso,30.0,11,0,13,2016
24766,sainz,30.0,12,0,13,2016
24767,grosjean,28.0,13,0,13,2016
24768,kvyat,23.0,14,0,13,2016
24769,button,17.0,15,0,13,2016
24770,kevin_magnussen,6.0,16,0,13,2016
24771,wehrlein,1.0,17,0,13,2016
24772,vandoorne,1.0,18,0,13,2016
24773,gutierrez,0.0,19,0,13,2016
24774,jolyon_palmer,0.0,20,0,13,2016
24775,ericsson,0.0,21,0,13,2016
24776,nasr,0.0,22,0,13,2016
24777,haryanto,0.0,23,0,13,2016
24778,ocon,0.0,24,0,13,2016
24779,hamilton,250.0,1,6,14,2016
24780,rosberg,248.0,2,7,14,2016
24781,ricciardo,161.0,3,0,14,2016
24782,vettel,143.0,4,0,14,2016
24783,raikkonen,136.0,5,0,14,2016
24784,max_verstappen,121.0,6,1,14,2016
24785,bottas,70.0,7,0,14,2016
24786,perez,62.0,8,0,14,2016
24787,hulkenberg,46.0,9,0,14,2016
24788,massa,41.0,10,0,14,2016
24789,alonso,30.0,11,0,14,2016
24790,sainz,30.0,12,0,14,2016
24791,grosjean,28.0,13,0,14,2016
24792,kvyat,23.0,14,0,14,2016
24793,button,17.0,15,0,14,2016
24794,kevin_magnussen,6.0,16,0,14,2016
24795,wehrlein,1.0,17,0,14,2016
24796,vandoorne,1.0,18,0,14,2016
24797,gutierrez,0.0,19,0,14,2016
24798,jolyon_palmer,0.0,20,0,14,2016
24799,ericsson,0.0,21,0,14,2016
24800,nasr,0.0,22,0,14,2016
24801,haryanto,0.0,23,0,14,2016
24802,ocon,0.0,24,0,14,2016
24803,rosberg,273.0,1,8,15,2016
24804,hamilton,265.0,2,6,15,2016
24805,ricciardo,179.0,3,0,15,2016
24806,vettel,153.0,4,0,15,2016
24807,raikkonen,148.0,5,0,15,2016
24808,max_verstappen,129.0,6,1,15,2016
24809,bottas,70.0,7,0,15,2016
24810,perez,66.0,8,0,15,2016
24811,hulkenberg,46.0,9,0,15,2016
24812,massa,41.0,10,0,15,2016
24813,alonso,36.0,11,0,15,2016
24814,sainz,30.0,12,0,15,2016
24815,grosjean,28.0,13,0,15,2016
24816,kvyat,25.0,14,0,15,2016
24817,button,17.0,15,0,15,2016
24818,kevin_magnussen,7.0,16,0,15,2016
24819,wehrlein,1.0,17,0,15,2016
24820,vandoorne,1.0,18,0,15,2016
24821,gutierrez,0.0,19,0,15,2016
24822,jolyon_palmer,0.0,20,0,15,2016
24823,ericsson,0.0,21,0,15,2016
24824,nasr,0.0,22,0,15,2016
24825,haryanto,0.0,23,0,15,2016
24826,ocon,0.0,24,0,15,2016
24827,rosberg,288.0,1,8,16,2016
24828,hamilton,265.0,2,6,16,2016
24829,ricciardo,204.0,3,1,16,2016
24830,raikkonen,160.0,4,0,16,2016
24831,vettel,153.0,5,0,16,2016
24832,max_verstappen,147.0,6,1,16,2016
24833,bottas,80.0,7,0,16,2016
24834,perez,74.0,8,0,16,2016
24835,hulkenberg,50.0,9,0,16,2016
24836,alonso,42.0,10,0,16,2016
24837,massa,41.0,11,0,16,2016
24838,sainz,30.0,12,0,16,2016
24839,grosjean,28.0,13,0,16,2016
24840,kvyat,25.0,14,0,16,2016
24841,button,19.0,15,0,16,2016
24842,kevin_magnussen,7.0,16,0,16,2016
24843,jolyon_palmer,1.0,17,0,16,2016
24844,wehrlein,1.0,18,0,16,2016
24845,vandoorne,1.0,19,0,16,2016
24846,gutierrez,0.0,20,0,16,2016
24847,ericsson,0.0,21,0,16,2016
24848,nasr,0.0,22,0,16,2016
24849,haryanto,0.0,23,0,16,2016
24850,ocon,0.0,24,0,16,2016
24851,rosberg,313.0,1,9,17,2016
24852,hamilton,280.0,2,6,17,2016
24853,ricciardo,212.0,3,1,17,2016
24854,raikkonen,170.0,4,0,17,2016
24855,max_verstappen,165.0,5,1,17,2016
24856,vettel,165.0,6,0,17,2016
24857,bottas,81.0,7,0,17,2016
24858,perez,80.0,8,0,17,2016
24859,hulkenberg,54.0,9,0,17,2016
24860,massa,43.0,10,0,17,2016
24861,alonso,42.0,11,0,17,2016
24862,sainz,30.0,12,0,17,2016
24863,grosjean,28.0,13,0,17,2016
24864,kvyat,25.0,14,0,17,2016
24865,button,19.0,15,0,17,2016
24866,kevin_magnussen,7.0,16,0,17,2016
24867,jolyon_palmer,1.0,17,0,17,2016
24868,wehrlein,1.0,18,0,17,2016
24869,vandoorne,1.0,19,0,17,2016
24870,gutierrez,0.0,20,0,17,2016
24871,ericsson,0.0,21,0,17,2016
24872,nasr,0.0,22,0,17,2016
24873,haryanto,0.0,23,0,17,2016
24874,ocon,0.0,24,0,17,2016
24875,rosberg,331.0,1,9,18,2016
24876,hamilton,305.0,2,7,18,2016
24877,ricciardo,227.0,3,1,18,2016
24878,vettel,177.0,4,0,18,2016
24879,raikkonen,170.0,5,0,18,2016
24880,max_verstappen,165.0,6,1,18,2016
24881,perez,84.0,7,0,18,2016
24882,bottas,81.0,8,0,18,2016
24883,hulkenberg,54.0,9,0,18,2016
24884,alonso,52.0,10,0,18,2016
24885,massa,49.0,11,0,18,2016
24886,sainz,38.0,12,0,18,2016
24887,grosjean,29.0,13,0,18,2016
24888,kvyat,25.0,14,0,18,2016
24889,button,21.0,15,0,18,2016
24890,kevin_magnussen,7.0,16,0,18,2016
24891,jolyon_palmer,1.0,17,0,18,2016
24892,wehrlein,1.0,18,0,18,2016
24893,vandoorne,1.0,19,0,18,2016
24894,gutierrez,0.0,20,0,18,2016
24895,ericsson,0.0,21,0,18,2016
24896,nasr,0.0,22,0,18,2016
24897,haryanto,0.0,23,0,18,2016
24898,ocon,0.0,24,0,18,2016
24899,rosberg,349.0,1,9,19,2016
24900,hamilton,330.0,2,8,19,2016
24901,ricciardo,242.0,3,1,19,2016
24902,vettel,187.0,4,0,19,2016
24903,raikkonen,178.0,5,0,19,2016
24904,max_verstappen,177.0,6,1,19,2016
24905,perez,85.0,7,0,19,2016
24906,bottas,85.0,8,0,19,2016
24907,hulkenberg,60.0,9,0,19,2016
24908,alonso,52.0,10,0,19,2016
24909,massa,51.0,11,0,19,2016
24910,sainz,38.0,12,0,19,2016
24911,grosjean,29.0,13,0,19,2016
24912,kvyat,25.0,14,0,19,2016
24913,button,21.0,15,0,19,2016
24914,kevin_magnussen,7.0,16,0,19,2016
24915,jolyon_palmer,1.0,17,0,19,2016
24916,wehrlein,1.0,18,0,19,2016
24917,vandoorne,1.0,19,0,19,2016
24918,gutierrez,0.0,20,0,19,2016
24919,ericsson,0.0,21,0,19,2016
24920,nasr,0.0,22,0,19,2016
24921,haryanto,0.0,23,0,19,2016
